CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
715.545217122802,45.02637843750263,3,94524.48364099984,3,0,1,114897.98761854485,0,1,0
656.4625392647695,54.02037773627876,1,128727.2776562562,1,1,1,35562.37434039973,1,0,0
340.93720852112835,24.105655875868656,10,86326.91368214821,2,0,0,147575.09702846615,0,1,0
562.0918450991682,36.99143016474959,4,54744.57498003771,3,1,0,145819.39898461386,1,1,0
661.6687216177074,80.0226777474177,0,42868.523452083595,4,1,1,68768.63528355892,0,1,0
627.5872198850567,56.46159699505273,7,56613.377823092655,1,1,1,37787.210619271704,0,1,0
397.6817335710403,63.01142398569065,7,151472.00134951997,1,0,1,41086.149519748324,1,0,0
678.8637998534508,77.90021129223386,2,76509.97510879622,4,1,1,140506.86245466286,1,0,0
803.0624968339955,77.2519927816027,0,17524.691449071663,3,1,0,78708.63845824839,0,1,0
759.0453822518933,31.918302434815903,3,43348.99660637257,2,0,0,18246.730623213927,1,1,0
789.8014434292969,74.85433627503674,8,69132.04388034246,1,0,0,146187.51359201138,0,1,1
365.5794874647682,31.924914145583248,8,175636.18951728992,4,0,0,98359.70267076312,1,1,1
519.6658269915711,69.40038957198,0,81327.1080524651,4,0,1,115545.05870060487,1,1,0
387.705430982707,62.884409087097225,10,8256.573069709812,4,0,1,134476.33429430236,0,0,0
725.4385827010484,38.74235607430016,6,80055.8770555969,4,0,0,119993.21059207882,1,0,0
349.4394686772976,53.71920269197287,5,147370.83531050166,1,0,0,39343.46644584053,0,1,1
735.0611545206324,40.853782489324935,6,134942.96002988686,2,0,0,93666.27646882218,1,0,0
408.8346723676942,67.08994779805202,6,71230.98705132284,3,1,0,116001.50791830322,0,1,0
792.4753290741784,75.16666684888003,7,155854.83508821853,4,1,0,33043.29131363289,0,0,0
732.7507180934521,74.9734014060956,7,145506.57625548355,4,1,0,51427.96639069669,0,0,1
508.1168777963227,69.81820373802826,9,24674.358367088185,2,1,1,86582.97710393945,1,1,0
513.4217277812152,68.06417585672182,10,44972.40401742542,2,0,1,142656.2017958032,0,0,0
588.4220855571915,68.32945024960475,1,113504.64275823817,3,0,0,141277.5374763431,0,0,0
567.4639040602352,68.06898710621559,3,134072.02925508766,1,0,0,128136.1496151518,0,1,0
750.3204594505497,30.47798880938932,3,205876.84163900782,2,0,1,157832.66364794524,0,0,0
804.2288569387548,50.01964252117969,10,78070.40965453742,1,0,1,59504.219728088516,0,1,0
607.196475575675,33.54722962696434,9,146492.1360754899,1,1,0,87859.94040633872,0,1,1
617.1326180290366,66.94542407958554,7,37431.55761621006,4,1,1,89906.08163396045,0,1,0
684.7843879215237,43.85434185758319,2,190788.4258185394,1,0,1,114755.86666675922,1,0,0
384.4751063969324,82.268076062821,2,136452.16091163308,4,1,1,148966.6750747442,0,1,0
524.4639165792966,38.7405465834834,1,126844.59507278934,4,0,1,94927.52406617076,0,1,0
519.4693723755255,31.503019751649315,0,43569.45480896157,3,0,1,83115.58495940738,0,1,0
739.5323346467745,63.686945768928695,7,22448.28413700816,1,1,1,103705.1491214982,1,1,0
814.9956107131939,66.343957999904,8,149675.72113320703,2,1,1,124366.55408049953,0,1,0
401.1669154316506,61.92277104641864,8,21877.790004225168,2,0,1,52034.154879060865,1,0,0
417.36897553853674,54.155526316959154,10,30364.577574411916,2,1,1,154513.8637224866,0,1,0
357.4524914044876,44.85385849591452,7,53393.91987381032,3,0,1,42057.550592674976,0,1,0
389.9261421922742,67.92252743278716,4,39675.23248550331,4,0,0,20983.858698969212,0,0,1
836.7187195831515,69.78946601185399,0,130902.72729130345,4,1,0,79451.5767359574,0,0,1
669.0385644370327,34.65317110462477,8,90889.91384973018,2,0,1,114012.00961138813,1,1,0
404.44641814258324,68.89302408052869,5,60469.070180941126,4,0,0,149418.82009347144,0,1,0
789.6108754475027,81.6580461794557,6,99175.36636492274,4,1,0,143509.86494970444,1,0,1
394.36722174041824,52.172966042054526,7,172450.99991777557,3,0,1,119658.87622843085,1,1,0
497.0979316521027,28.423973904151076,4,169034.6543189923,1,0,0,80866.50089171037,1,0,0
809.4892861442816,63.900462219608045,5,116458.65911435577,1,1,1,99343.45535114105,1,0,0
695.5674398351199,43.29882472060115,6,137519.51677471382,3,1,0,149160.0292871707,1,1,0
729.883126418125,42.160557554284736,6,54792.01639858654,3,1,0,50052.79046058128,0,0,1
633.682463170074,33.08472524869759,1,102143.64633287843,4,0,0,83062.77431920475,1,1,1
709.6907990589707,42.97369186696922,10,157086.4192547583,3,0,1,108731.91159603564,0,0,0
800.2152492544423,77.75841654343455,0,105454.05396640135,4,1,0,25442.610948559304,1,1,1
566.091525189817,83.73726265189117,7,77672.15593978649,1,1,1,78908.75294539671,1,0,0
366.1653698090994,79.50853666526423,4,125527.56633807768,3,0,0,102553.90127892669,1,0,1
373.9523090967772,76.62616166906075,9,191124.63835127786,4,1,0,149791.46903423528,1,0,1
441.1060527916271,23.080010669473065,1,174843.11303288073,1,0,1,160380.86559714953,0,0,0
516.0353008603447,42.05170977119269,2,169982.78983967472,1,0,0,94969.19388920536,0,0,0
346.49825947735945,50.3827517213011,5,69074.7651617462,2,1,1,148517.7213787667,0,0,0
335.94513880342396,44.987209551477484,9,66131.96518830274,1,0,1,38336.90255911397,0,0,0
832.9125516118899,48.49787664224243,5,167982.5642182194,3,1,1,104701.82268527277,1,0,0
736.0762489998175,37.50845433644202,7,60810.76851995553,3,0,1,70852.1128482991,0,0,0
421.9720203086655,51.61265520866603,4,114690.66799524828,4,0,0,122302.39665837042,0,0,0
864.2551458862537,49.12057344415682,4,102570.9020325515,3,0,1,137448.4081172638,0,0,0
751.0933812016408,73.4670899812297,6,85731.0707560203,1,1,1,35476.15617178851,1,0,0
317.8176461540794,62.227939202341645,9,92721.92950797059,4,0,1,149830.1929356823,0,1,0
532.6763008735801,40.03588426858279,4,202138.18061093526,1,0,0,24532.716820297046,1,1,0
806.7156997912825,38.87762167432151,8,33256.7921394767,2,1,0,126469.00428187584,0,0,0
717.0033894882598,53.38115710770711,5,160504.65103606382,4,1,1,35597.06485105783,0,0,0
725.4867028508306,19.219776114927004,6,171163.71141057563,2,0,0,141134.2376640986,0,1,0
574.8357185760117,25.20156463613258,7,198093.79207708297,4,1,0,58253.44376582282,0,0,0
342.0137560563262,23.399451303101593,4,103614.5335248328,3,0,1,81242.02177528801,1,0,0
789.9926573526116,45.481657946857034,10,119485.07049495523,1,0,1,153850.1323401157,1,0,1
562.0745241817156,27.21929792166939,3,196961.48278621363,4,0,0,123589.79068503385,1,1,0
373.087247676756,66.81600208076503,7,86399.39344415732,3,0,0,122455.47325122556,0,0,0
807.2177064128559,33.69981275615645,9,110715.35126371618,3,0,0,127255.74231183711,0,1,0
731.2865584045284,47.88362210032439,8,71143.09178639218,3,0,0,97571.05461764146,1,0,1
612.5985461697535,70.92808587267042,0,3725.559972570605,2,1,1,150770.21799143846,0,1,0
489.26224271139665,63.932336652937096,2,97833.36646079202,3,0,0,144918.82087192652,1,1,1
871.0419874661071,24.020081840129855,3,137823.3849961593,4,0,0,85062.19836038785,0,0,0
358.02218610985426,25.88348918103377,6,149288.1164805434,2,1,0,123338.8405134676,1,1,0
819.9770180005861,81.8545718523023,5,2214.5934491192033,1,0,1,150488.3245986892,1,1,0
510.10646135314687,62.66369340186686,9,173067.87431833526,3,0,0,129299.5380208232,1,0,0
583.7837150238538,39.66956910900387,9,95740.80500243983,4,0,1,25366.819919029087,0,1,0
427.71622663515615,42.417558587950175,10,105638.87980455787,4,0,1,127531.08191802209,0,0,0
329.16111500599783,40.387202228199946,0,198896.14099076102,2,1,1,140526.45109764623,0,0,0
696.3067981914359,58.567984001272706,3,80603.93234774783,1,0,0,70477.32305804284,0,1,1
620.4158264177513,23.366481010960776,5,167765.8637460818,2,1,0,160699.1951453677,1,1,0
842.8466433099021,66.9366133953019,2,132919.15459058352,3,1,1,85653.89845085162,0,1,0
723.0925709932255,81.34634537714727,1,161062.9755739664,1,1,0,82776.07971042872,1,1,0
772.2257092516894,53.959361127041745,1,123369.54643829554,1,0,1,47483.747387405914,0,0,0
540.3438269233868,67.36953545071361,9,64849.342885323014,1,0,1,29645.07022851801,1,0,0
515.2267554793167,80.13492977248883,3,130157.21928657117,2,1,0,91833.96999371077,1,0,1
535.8421374468846,54.59745082081531,0,92393.83291750282,4,1,1,102399.51353457259,0,1,0
670.8666419044348,63.560231718654656,9,61844.25606646195,2,0,1,68525.73390224374,0,1,0
701.4852953801911,32.90233640823303,1,191839.31418339338,4,0,0,105869.53042842331,1,1,0
580.5140524376855,22.388505120310292,9,100188.19626467589,2,0,1,87656.68136188913,1,1,0
593.1452738399145,34.95270313421375,1,173798.603336947,4,0,0,147001.76876184536,0,0,0
659.921737173618,23.859322957799613,3,106219.86762984568,4,0,0,150981.6359921435,1,1,0
815.8160988581703,69.40991803144045,3,118427.68753372593,1,1,1,107152.1604305432,1,0,0
715.1694228582996,17.480148922620856,0,210458.66242513803,4,1,1,131019.62231555197,1,0,0
633.168876253862,23.760192188407334,6,212463.9191502396,3,1,0,144822.7355199113,0,1,0
567.252501772409,40.42486349614826,6,58851.047869208975,3,0,1,109633.59806350597,0,1,0
527.4938712684357,61.20413383186253,9,179744.32899952497,4,1,0,55701.1475443815,0,0,0
702.274998047181,77.20794791749431,10,88236.33315739302,4,0,1,48539.97762218803,1,1,0
826.0255024396937,68.71228801885137,9,20923.377882900117,4,1,0,140903.84866653162,1,1,0
517.511485952321,21.035143775593532,9,107251.72889873771,4,0,1,58900.78625127929,0,1,0
440.25359339027426,41.47000560651702,0,199041.49770836352,1,1,0,51269.15511856297,0,1,1
826.0482853260663,48.29648950496254,10,209455.42119443606,3,1,1,41082.15924656941,0,0,0
783.4965896003166,32.69363053011381,7,46373.384409211714,1,0,1,85250.14309268148,1,1,0
561.3487103711689,25.544830649491534,9,152910.1662948506,3,0,0,117934.60764247968,0,0,0
801.3570892558101,32.284653183109526,6,159189.10823094653,4,1,0,120284.43176209017,0,0,0
721.2984038055204,63.030838572812854,6,82658.5897412181,3,1,1,47413.0739611678,1,1,0
716.9331675158674,53.631254600121935,10,122417.11163761694,3,0,1,48259.74101852266,1,1,0
441.8243345626559,73.78024709888741,5,102431.88543895673,2,0,1,65875.00031431463,1,1,1
412.1128760234173,40.39081182289435,3,39213.205675745354,2,0,1,92689.29827533217,0,1,0
419.631430881658,65.45976604172304,10,172740.89147654505,4,1,0,96964.50950084765,1,1,0
330.3893295911563,32.90256609233799,7,54545.404015726686,1,1,1,68209.93524998131,0,0,0
549.8398612968911,65.89550485444242,1,91031.70085019428,2,0,1,50550.23107115949,1,1,0
530.8127369730851,29.52631220599206,6,56281.76435525398,4,1,0,141414.76681804538,1,0,0
752.348905615792,68.73884863785483,2,146912.96745564105,1,0,1,144000.92229846006,0,1,0
737.1510095484126,34.01436953637433,2,91122.49188603886,2,1,0,69505.09063850921,0,0,0
424.4373993405882,74.03928729496548,6,95649.00114808144,3,0,1,94789.64174072063,0,0,0
391.5089096520665,62.94675202773789,2,128655.7379420021,2,0,0,81624.88736513667,1,0,1
715.6038437864712,51.67416038131064,4,43094.39159384458,4,1,0,40636.10474172588,1,0,0
588.622082244648,39.2345516868186,7,181563.2686366146,2,0,1,152917.5446991542,1,0,0
789.4826427963824,44.44943394627947,3,108124.90390167774,2,0,0,28756.213770153216,0,1,0
506.27673819086544,66.41393715600283,6,84248.13871842848,1,1,1,56003.57876355948,0,1,0
529.8266464176255,18.029947532650326,6,31042.493917379335,1,1,0,76786.8788826811,1,1,1
455.6949155823154,66.03537250018708,1,36081.16106800091,3,1,0,127256.2597635559,1,1,0
743.4562515011035,29.772718868866725,7,191121.3127051561,4,1,0,135725.00709141084,1,0,1
662.0886981477177,48.00191600419429,9,92906.87503665539,3,0,1,106339.39189016206,1,0,0
596.9975417588846,75.91637775797946,9,153590.33733737463,3,0,1,113894.64908585165,0,1,0
502.8734082508778,80.30885750283332,8,25490.324393904695,2,0,0,71897.85643283433,0,1,1
812.6350879289577,29.44634295865665,5,139604.36277437033,3,0,1,147191.16670975398,1,1,0
447.3929364991344,71.13454240983542,4,208226.761843138,1,0,0,32556.814285834796,0,1,1
522.0111833331345,60.408875067025775,0,67495.45219824009,3,1,0,36650.45947027247,0,0,0
454.98656048711905,58.64643692553976,0,133164.19513080086,4,1,1,148626.46213519946,1,1,0
516.4491573236515,19.910963346847012,8,198677.4967039684,3,0,0,148849.83817520094,1,0,0
668.578437502828,62.14910035603012,3,150452.30044016187,4,1,1,86962.57208884106,1,1,0
787.1601599942085,58.478815535654704,0,20082.757272703868,4,1,0,101622.7484630329,0,1,1
706.5169448652005,75.16571261101267,10,83886.85483937064,3,1,1,158142.4682964853,0,0,1
719.5379816188538,44.74471367362346,9,28222.194712320426,3,1,0,132712.23896219954,0,0,0
733.7262728638211,62.694717445524056,2,172615.32001233555,3,1,0,136265.4569160744,0,1,0
848.7722703523804,52.87257120766041,5,120308.19938837102,4,0,0,70195.74163246325,1,0,0
449.4068014271411,79.29045933770827,10,205582.9873316063,1,1,0,130423.84384163907,1,1,1
445.30920938126735,39.668931908787236,10,20366.555706761214,2,0,0,39206.30410155219,1,0,0
823.357062041492,75.35197384393868,7,99714.02231517949,3,0,1,92940.39525604677,1,0,0
655.5204622996357,65.99672895425721,9,30861.209575794754,2,0,1,56445.171735060336,1,0,0
812.8790215491604,73.5222795395952,1,85380.81634685819,3,0,0,36031.761254749996,1,0,1
485.13681169262253,28.255115005680267,7,47195.38320639278,4,0,0,110307.9443011706,1,0,1
736.1130898094256,33.77636492953275,0,81218.46732544797,4,1,1,34607.04246050261,0,0,0
600.653979635441,57.316267270062845,10,165067.1152285522,2,0,1,32622.946433860838,1,0,0
549.720860720284,71.37888551552744,1,31301.41006703779,1,0,0,40901.449096561046,0,0,1
456.20065383853654,55.44035653475691,7,100020.70600236944,4,0,0,153324.07604803002,0,1,1
689.2752301289053,33.97366980348486,6,192814.4520832822,2,1,0,30841.013146429028,1,1,0
329.95621354840335,29.58437782605736,4,206311.84945534242,4,1,0,58066.583295766155,0,1,0
597.1391143905399,33.64027608403315,9,42546.460175877,3,1,0,114556.34530842378,0,1,0
580.9804402123805,68.78878101280242,1,210651.28348739957,2,1,0,134611.88630599075,0,0,1
785.0399082226395,22.208882824135955,8,58555.906909599114,2,0,1,103351.81704770503,0,0,0
338.77000758440477,58.42090352471965,4,92847.44218414347,3,0,0,145679.25721834743,1,1,0
486.5164176616746,25.458418074906096,7,194995.95456832735,2,0,0,75513.89102846244,0,0,0
333.23834570291507,60.16014395047947,3,145603.67761987328,3,0,1,90372.5687927758,1,1,0
528.5901492408824,64.51360955925269,8,175720.46386759853,1,0,1,133818.5179846344,0,1,1
430.3833154973833,51.47255839773637,9,165351.64737775078,3,1,1,99317.55304450482,0,1,0
544.2248109069536,63.26388826766536,6,52751.90185843423,1,0,0,53231.12897106276,1,1,0
479.6809055489061,34.00322196552221,1,118906.84819724146,2,1,1,89087.59491929685,1,0,0
751.9833104670819,67.83660976268312,2,98213.37147498195,3,0,0,149016.9320642023,0,0,1
441.992561388173,37.68665904266058,1,106414.54373258953,2,1,1,142043.38492334198,1,1,0
354.4828767797259,39.90518131596466,4,47724.674334677635,1,1,1,54563.71411943405,1,0,0
455.1336881462026,40.764062100550525,1,72209.18170970009,4,1,1,51440.216778264636,1,0,0
755.1038918725257,76.63554804677847,4,168075.5799113502,4,0,0,139134.44088058558,1,0,0
757.1339843424706,30.715234632877227,8,170174.28285761536,4,1,1,45731.07469507112,1,1,0
518.7379568223772,37.83688114279618,1,117452.21094197781,4,0,1,81930.45978061587,0,1,0
590.4658392802933,28.852311839225887,8,111412.93084268588,4,0,1,49533.78991182925,1,0,0
576.9333772805195,49.770377065155955,6,151490.85331211722,1,1,0,24028.70420373914,0,0,0
457.6030671941243,69.48794253076254,6,128601.28588197895,4,1,0,143500.8649135262,0,0,0
848.3857870991941,53.386865884707305,4,202195.65295535114,4,1,0,123953.51259751186,0,1,0
788.330872365674,31.5446719069503,7,64063.62636769992,2,1,0,94082.29015188786,1,1,0
439.95152855363807,71.09396778476184,6,91340.50438104855,3,0,0,41131.82334301743,0,1,0
457.4181331816148,84.0983502443426,5,200320.20300658682,3,0,1,142420.99907036324,1,0,0
655.2019251035975,64.32122066063656,1,191612.1213049741,3,0,1,83727.83937364814,1,0,0
474.2741123417361,64.880449086544,5,107190.5202374396,3,1,0,111136.52800017357,1,1,1
485.80276750788187,34.089514707738026,1,45785.7231013624,1,1,1,73221.44194560383,0,1,0
776.0548190868113,67.22656416806164,0,184287.96486841104,3,1,1,79564.03663096398,1,1,0
555.3156696167848,66.15448230552968,8,123609.53978299402,2,1,0,100916.3328458535,0,1,0
843.2174135289995,53.14662929398633,4,170193.006838406,1,0,0,123689.1572990709,1,1,1
676.3866872336336,47.845236483512544,9,104299.8850994909,4,0,0,126566.11590954116,0,0,0
446.59445881855083,77.11493821642033,9,49489.267933012496,2,0,1,63438.81062469995,0,1,0
543.8216055146436,75.17421966458618,3,15212.478068210286,2,1,0,54401.533356686006,1,0,0
725.3831466122125,43.906784738536814,10,114525.80530747214,4,1,0,47156.59731936472,1,1,1
330.14578206758904,47.92153417250119,7,38210.203365282505,4,1,0,77382.4029743985,1,0,0
765.7900247661787,31.255873839916088,4,41054.17740760493,2,1,1,130052.70426217398,0,1,0
809.0585138739948,29.48586502857855,6,103704.54754031493,1,1,1,66864.36703322711,1,1,0
680.4307731009415,66.25666097195119,2,96240.26557850675,4,0,1,29243.81995720447,0,0,0
350.01261526387344,44.468974910342055,7,52302.73775505292,3,1,0,97077.19872114934,0,1,0
361.9369553404147,19.28545273990597,7,28776.202470261404,2,0,1,35903.58112116631,0,1,0
537.309354021211,53.720348428125035,2,169970.94477739374,2,1,0,126815.83635973601,1,1,0
738.983267869455,72.68207012135349,8,30699.835036014218,4,0,0,113835.96344845746,1,1,1
775.9690733189091,77.08189960524311,7,79128.24362496145,4,1,1,56759.23007268649,1,1,1
557.5502836578023,56.81075745413246,0,68444.4390459034,3,1,0,94237.18632018082,1,1,1
354.29701138811214,42.19129159591557,7,199040.44873607263,3,0,1,118747.17662295091,0,0,0
533.066414474562,73.64040080623377,10,95632.53846979604,3,1,0,147554.8177683999,0,1,1
620.1806536652313,83.94631337994407,3,38044.30142812482,3,1,0,144468.68032194534,1,1,1
587.9483936754092,76.21995812025128,5,-3510.891670999673,2,1,1,26273.075377877074,1,0,0
801.1135925635367,62.9510049284295,9,149884.60163910742,4,0,0,35380.97214859481,0,0,0
787.894042983484,47.40179986501687,8,147339.64373651182,1,1,1,100895.55361271389,1,0,0
859.4983808644342,56.07454262457665,4,85406.73955199933,4,1,1,95473.3038640204,0,0,0
841.2229178646826,35.04836962151674,6,26992.26527393436,4,1,0,67487.72971573014,0,1,0
506.87218814391764,66.29082738000602,0,67337.98111286982,3,1,0,151208.22125059698,1,0,0
360.5225879534582,49.1062769749889,8,115590.86589558289,3,1,0,116748.5136923647,0,0,0
819.2681200040084,72.38573419263295,5,156996.05908642386,2,0,0,120795.85817452421,0,1,1
381.95626073115585,32.83642538642041,10,23060.194451065683,3,0,0,48808.17095491666,0,0,0
504.50890378183476,28.704777968996858,3,115530.2079148814,2,0,0,53438.71077765997,1,1,0
512.7779009820289,32.18786807031426,5,63826.18350475674,4,0,0,95663.00950722411,0,1,0
502.74113025766405,31.36147801670422,4,142197.21166240395,4,1,0,131500.13153222253,1,1,0
850.4636252424946,60.10781127967671,2,138312.6037912957,4,1,0,139489.14004850842,0,0,0
393.4744266237803,65.62251360099184,6,195442.15144142683,2,0,0,126761.97093027228,1,1,0
659.6129930514011,22.820275934520087,2,83402.26185446473,2,0,0,74776.17949342425,0,0,0
829.301050391932,45.05450646261081,1,110816.28349569702,2,0,1,115453.29204364493,0,0,0
452.0659760817157,40.53217058540693,3,65352.44132647162,3,0,0,35501.433252432245,0,0,1
342.97210196592005,54.98333367566981,6,82327.55409161246,1,0,0,99530.36135129108,0,1,0
613.4351858238816,50.516975647713934,4,30219.85248237985,3,1,0,129339.36316427826,1,0,0
690.3251358223436,26.59991851430833,8,70902.34825114955,1,0,1,109490.15443149845,0,0,0
797.7427129322555,74.79665380195509,9,22723.52813931951,3,1,0,22365.84077061461,0,0,0
623.4303804861814,50.094130673576785,6,213548.00432640075,4,1,1,116557.06651428796,1,0,0
426.54563040797444,65.27732043754955,8,140373.32301310744,2,0,1,119366.01876994937,0,1,0
397.4183531923859,81.26782056816172,8,23441.908403813206,3,1,0,97453.4158081852,0,0,0
432.8262974550147,39.74125995556333,1,22886.86904279247,2,1,0,140476.8685063128,1,1,0
484.09035524203506,80.76559470683414,0,85596.98367370147,3,1,0,48846.13520151009,0,0,0
614.7831781791149,23.54146922901319,10,54723.63883131315,4,1,1,76149.79264813763,1,1,0
449.7411005892665,42.353015643473675,3,56736.62346333572,2,0,1,121247.60121512982,0,1,0
568.3549748519823,74.28982799787873,3,96235.25916469833,4,1,1,102998.87299359139,1,1,0
648.9682351812115,43.04658627542059,1,189007.56926629052,1,1,0,157184.17628098722,0,0,1
485.2245242840411,44.701629827626945,2,119772.47268023128,2,0,0,31904.63994873636,1,1,0
306.6046597816381,60.63875982800896,2,110394.10542308398,3,0,1,59713.97932921908,1,0,0
673.5915940184987,36.98089490432076,4,177095.24932395766,2,0,1,50504.74533313811,1,1,0
611.0941232009208,62.214580852672434,0,7159.388256139717,1,1,1,145233.70553377614,0,1,0
454.44101985669744,36.643575994344744,8,44798.954560377635,1,0,1,140371.19649125868,0,0,0
823.8712614946885,68.22315254052624,7,96217.48858121337,3,1,0,41765.467685862095,1,1,0
713.5976505275406,21.006454691284944,7,158568.6939693499,4,0,0,72299.01119761042,0,1,1
412.5348530819841,23.74089981974726,2,99846.58299741465,2,1,1,29269.297184547024,1,0,0
717.5148482374323,47.057508794285965,1,31990.543542231062,4,0,0,104168.73324692155,1,1,0
559.6603100795337,40.88640498706461,0,196487.57211813214,4,0,1,69554.39919975355,0,1,0
501.5574599941999,70.6174242056272,5,67748.55685663373,3,1,1,57803.6857624376,1,0,1
377.64192303063345,49.521382096589655,9,161742.77564625654,2,0,0,103302.58769356617,0,0,0
837.6766666742963,84.49001035473769,0,189166.03932979453,1,0,0,133521.92608585538,1,1,1
831.3280851232096,22.315433790669097,10,75114.56556748536,3,1,0,81184.7883924717,0,0,1
781.7230466258727,25.014865058396676,4,197701.70365597418,4,0,1,123086.96104004155,1,0,0
801.2926450094233,49.53248015896027,8,150155.7729091869,1,0,1,72235.87247684295,1,0,1
825.2299798033176,52.43664616967863,10,194847.50070547423,4,1,0,48968.25799941237,0,1,0
372.8814670909288,61.7130997000345,8,42118.213961746325,2,1,0,79987.27021426508,0,0,0
349.5517380805528,38.111086797158066,3,187460.65065806187,4,0,0,94018.19000967118,0,0,1
628.9986406147056,47.66893587516266,6,12309.651278310506,1,0,1,85433.19293661763,1,0,0
829.8863350410484,59.00384322261749,10,159128.78878401552,2,1,1,64961.34015502839,1,0,0
711.0919601767467,20.94623335958231,6,99374.81159851901,3,1,0,51212.244469930345,0,1,1
779.7936768440746,67.323355194631,3,53181.89784849832,4,0,0,155228.1313645665,0,1,1
486.1131284629795,40.21981365604085,4,27509.178746061352,2,1,1,62537.0168182421,0,0,0
423.3649062439121,77.96550528553836,10,84597.60840201603,2,0,0,118757.2638979131,0,1,0
660.3241258191875,33.958969676455254,8,81057.2112246387,3,0,1,71836.21736475005,0,0,0
395.3055786799826,33.35546932659502,6,64270.23823012101,3,1,0,153048.5885052868,0,1,0
520.1791772927287,31.921247175747396,6,69663.80646729248,1,1,1,161289.49692524082,0,1,0
467.2368776304989,71.60907371169299,9,89719.00968995575,2,1,1,137391.06852567988,0,0,0
487.8667522417583,51.886628722659154,6,98794.71022759698,2,1,0,93798.0479525768,0,0,0
617.0784799407152,36.81619212160014,8,100090.64953001194,1,0,0,95441.95502451064,0,0,1
651.4897103574297,38.0608519257721,4,188933.7750766141,4,1,1,68301.71190894951,1,0,0
